"","Response","family","link","method","Marginal","Conditional","date_2"
"483","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-03
"484","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.83,2020-07-03
"485","log.new_cases.per1M","gaussian","identity","none",0.74,0.79,2020-07-04
"486","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.67,0.92,2020-07-04
"487","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-04
"488","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.83,2020-07-04
"489","log.new_cases.per1M","gaussian","identity","none",0.74,0.79,2020-07-05
"490","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.67,0.92,2020-07-05
"491","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-05
"492","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.83,2020-07-05
"493","log.new_cases.per1M","gaussian","identity","none",0.74,0.79,2020-07-06
"494","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.67,0.92,2020-07-06
"495","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-06
"496","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.83,2020-07-06
"497","log.new_cases.per1M","gaussian","identity","none",0.74,0.79,2020-07-07
"498","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.67,0.92,2020-07-07
"499","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-07
"500","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.83,2020-07-07
"501","log.new_cases.per1M","gaussian","identity","none",0.74,0.79,2020-07-08
"502","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-08
"503","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-08
"504","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.83,2020-07-08
"505","log.new_cases.per1M","gaussian","identity","none",0.74,0.79,2020-07-09
"506","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.7,0.92,2020-07-09
"507","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-09
"508","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.83,2020-07-09
"509","log.new_cases.per1M","gaussian","identity","none",0.74,0.79,2020-07-10
"510","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.69,0.92,2020-07-10
"511","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-10
"512","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.83,2020-07-10
"513","log.new_cases.per1M","gaussian","identity","none",0.74,0.79,2020-07-11
"514","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.69,0.92,2020-07-11
"515","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-11
"516","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-11
"517","log.new_cases.per1M","gaussian","identity","none",0.74,0.78,2020-07-12
"518","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.69,0.92,2020-07-12
"519","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-12
"520","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-12
"521","log.new_cases.per1M","gaussian","identity","none",0.74,0.78,2020-07-13
"522","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.69,0.92,2020-07-13
"523","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-13
"524","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-13
"525","log.new_cases.per1M","gaussian","identity","none",0.74,0.78,2020-07-14
"526","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.69,0.92,2020-07-14
"527","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-14
"528","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.83,2020-07-14
"529","log.new_cases.per1M","gaussian","identity","none",0.74,0.78,2020-07-15
"530","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.69,0.92,2020-07-15
"531","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-15
"532","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-15
"533","log.new_cases.per1M","gaussian","identity","none",0.74,0.78,2020-07-16
"534","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.69,0.92,2020-07-16
"535","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-16
"536","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-16
"537","log.new_cases.per1M","gaussian","identity","none",0.74,0.78,2020-07-17
"538","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.69,0.92,2020-07-17
"539","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-17
"540","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-17
"541","log.new_cases.per1M","gaussian","identity","none",0.73,0.78,2020-07-18
"542","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.69,0.92,2020-07-18
"543","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-18
"544","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-18
"545","log.new_cases.per1M","gaussian","identity","none",0.73,0.77,2020-07-19
"546","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-19
"547","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-19
"548","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-19
"549","log.new_cases.per1M","gaussian","identity","none",0.72,0.77,2020-07-20
"550","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-20
"551","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-20
"552","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-20
"553","log.new_cases.per1M","gaussian","identity","none",0.74,0.78,2020-07-21
"554","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-21
"555","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-07-21
"556","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-21
"557","log.new_cases.per1M","gaussian","identity","none",0.76,0.79,2020-07-22
"558","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-22
"559","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-07-22
"560","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-22
"561","log.new_cases.per1M","gaussian","identity","none",0.76,0.79,2020-07-23
"562","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.67,0.92,2020-07-23
"563","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-07-23
"564","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-23
"565","log.new_cases.per1M","gaussian","identity","none",0.76,0.79,2020-07-24
"566","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-24
"567","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-07-24
"568","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.8,0.83,2020-07-24
"569","log.new_cases.per1M","gaussian","identity","none",0.75,0.79,2020-07-25
"570","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-25
"571","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-07-25
"572","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.82,2020-07-25
"573","log.new_cases.per1M","gaussian","identity","none",0.75,0.78,2020-07-26
"574","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-26
"575","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-07-26
"576","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.82,2020-07-26
"577","log.new_cases.per1M","gaussian","identity","none",0.75,0.78,2020-07-27
"578","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-27
"579","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-07-27
"580","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.82,2020-07-27
"581","log.new_cases.per1M","gaussian","identity","none",0.75,0.78,2020-07-28
"582","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-28
"583","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-07-28
"584","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-07-28
"585","log.new_cases.per1M","gaussian","identity","none",0.75,0.78,2020-07-29
"586","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-29
"587","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-07-29
"588","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-07-29
"589","log.new_cases.per1M","gaussian","identity","none",0.75,0.78,2020-07-30
"590","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-30
"591","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-07-30
"592","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-07-30
"593","log.new_cases.per1M","gaussian","identity","none",0.74,0.78,2020-07-31
"594","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-07-31
"595","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-07-31
"596","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-07-31
"597","log.new_cases.per1M","gaussian","identity","none",0.74,0.77,2020-08-01
"598","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-08-01
"599","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-08-01
"600","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-01
"601","log.new_cases.per1M","gaussian","identity","none",0.74,0.77,2020-08-02
"602","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-08-02
"603","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-02
"604","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-02
"605","log.new_cases.per1M","gaussian","identity","none",0.74,0.77,2020-08-03
"606","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-08-03
"607","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-03
"608","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-03
"609","log.new_cases.per1M","gaussian","identity","none",0.74,0.77,2020-08-04
"610","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-08-04
"611","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-04
"612","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.78,0.81,2020-08-04
"613","log.new_cases.per1M","gaussian","identity","none",0.74,0.77,2020-08-05
"614","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-08-05
"615","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-05
"616","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-05
"617","log.new_cases.per1M","gaussian","identity","none",0.74,0.77,2020-08-06
"618","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-08-06
"619","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-06
"620","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-06
"621","log.new_cases.per1M","gaussian","identity","none",0.74,0.77,2020-08-07
"622","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-08-07
"623","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-07
"624","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-07
"625","log.new_cases.per1M","gaussian","identity","none",0.74,0.77,2020-08-08
"626","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-08-08
"627","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-08
"628","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-08
"629","log.new_cases.per1M","gaussian","identity","none",0.74,0.77,2020-08-09
"630","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-08-09
"631","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-09
"632","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.78,0.81,2020-08-09
"633","log.new_cases.per1M","gaussian","identity","none",0.74,0.77,2020-08-10
"634","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.67,0.92,2020-08-10
"635","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-10
"636","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-10
"637","log.new_cases.per1M","gaussian","identity","none",0.74,0.77,2020-08-11
"638","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.67,0.92,2020-08-11
"639","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-11
"640","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-11
"641","log.new_cases.per1M","gaussian","identity","none",0.75,0.77,2020-08-12
"642","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.67,0.92,2020-08-12
"643","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-12
"644","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-12
"645","log.new_cases.per1M","gaussian","identity","none",0.75,0.78,2020-08-13
"646","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.67,0.92,2020-08-13
"647","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-13
"648","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-13
"649","log.new_cases.per1M","gaussian","identity","none",0.76,0.78,2020-08-14
"650","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.67,0.92,2020-08-14
"651","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-14
"652","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-14
"653","log.new_cases.per1M","gaussian","identity","none",0.76,0.78,2020-08-15
"654","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-08-15
"655","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-15
"656","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-15
"657","log.new_cases.per1M","gaussian","identity","none",0.76,0.78,2020-08-16
"658","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.68,0.92,2020-08-16
"659","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-16
"660","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.78,0.81,2020-08-16
"661","log.new_cases.per1M","gaussian","identity","none",0.76,0.78,2020-08-17
"662","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.69,0.91,2020-08-17
"663","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-17
"664","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-17
"665","log.new_cases.per1M","gaussian","identity","none",0.77,0.78,2020-08-18
"666","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.66,0.91,2020-08-18
"667","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-18
"668","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.78,0.81,2020-08-18
"669","log.new_cases.per1M","gaussian","identity","none",0.77,0.79,2020-08-19
"670","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.67,0.91,2020-08-19
"671","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-19
"672","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-19
"673","log.new_cases.per1M","gaussian","identity","none",0.77,0.79,2020-08-20
"674","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.65,0.91,2020-08-20
"675","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-20
"676","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-20
"677","log.new_cases.per1M","gaussian","identity","none",0.78,0.79,2020-08-21
"678","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.67,0.91,2020-08-21
"679","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-21
"680","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-21
"681","log.new_cases.per1M","gaussian","identity","none",0.78,0.79,2020-08-22
"682","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.65,0.9,2020-08-22
"683","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-08-22
"684","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-22
"685","log.new_cases.per1M","gaussian","identity","none",0.78,0.8,2020-08-23
"686","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.65,0.9,2020-08-23
"687","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-23
"688","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-23
"689","log.new_cases.per1M","gaussian","identity","none",0.78,0.8,2020-08-24
"690","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.65,0.89,2020-08-24
"691","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-24
"692","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-24
"693","log.new_cases.per1M","gaussian","identity","none",0.79,0.8,2020-08-25
"694","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.53,0.88,2020-08-25
"695","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-25
"696","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-25
"697","log.new_cases.per1M","gaussian","identity","none",0.79,0.81,2020-08-26
"698","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.54,0.88,2020-08-26
"699","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.95,2020-08-26
"700","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-26
"701","log.new_cases.per1M","gaussian","identity","none",0.8,0.81,2020-08-27
"702","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.54,0.88,2020-08-27
"703","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.93,0.95,2020-08-27
"704","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-27
"705","log.new_cases.per1M","gaussian","identity","none",0.8,0.82,2020-08-28
"706","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.54,0.88,2020-08-28
"707","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.93,0.95,2020-08-28
"708","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-28
"709","log.new_cases.per1M","gaussian","identity","none",0.81,0.82,2020-08-29
"710","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.55,0.88,2020-08-29
"711","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.93,0.95,2020-08-29
"712","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-29
"713","log.new_cases.per1M","gaussian","identity","none",0.81,0.82,2020-08-30
"714","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.55,0.88,2020-08-30
"715","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-08-30
"716","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-30
"717","log.new_cases.per1M","gaussian","identity","none",0.81,0.82,2020-08-31
"718","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.55,0.88,2020-08-31
"719","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-08-31
"720","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-08-31
"721","log.new_cases.per1M","gaussian","identity","none",0.81,0.82,2020-09-01
"722","l3.log.admin1_inflow_trip_count.per1M","gaussian","identity","none",0.54,0.88,2020-09-01
"723","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","gaussian","identity","none",0.92,0.94,2020-09-01
"724","l22.log.admin2_inbound_trip_count.per1M","gaussian","identity","none",0.79,0.81,2020-09-01
